h(0)= -5.99495e-05
h(1)= -5.99495e-05
h(2)= -5.99495e-05
h(3)= -5.99495e-05
h(4)= -5.99495e-05
h(5)= -5.99495e-05
h(6)= -5.99495e-05
h(7)= -5.99495e-05
h(8)= -5.99495e-05
h(9)= -5.99495e-05
h(10)= -5.99495e-05
h(11)= -5.99495e-05
h(12)= -5.99495e-05
h(13)= -5.99495e-05
h(14)= -5.99495e-05
h(15)= -5.99495e-05
h(16)= -5.99495e-05
h(17)= -5.99495e-05
h(18)= -5.99495e-05
h(19)= -5.99495e-05
h(20)= -5.99495e-05
h(21)= -5.99495e-05
h(22)= -5.99495e-05
h(23)= -5.99495e-05
h(24)= -5.99495e-05
h(25)= -5.99495e-05
h(26)= -5.99495e-05
h(27)= -5.99495e-05
h(28)= -5.99495e-05
h(29)= -5.99495e-05
h(30)= -5.99495e-05
h(31)= -5.99495e-05
h(32)= -5.99495e-05
h(33)= -5.99495e-05
h(34)= -5.99495e-05
h(35)= -5.99495e-05
h(36)= -5.99495e-05
h(37)= -5.99495e-05
h(38)= -5.99495e-05
h(39)= -5.99495e-05
h(40)= -5.99495e-05
h(41)= -5.99495e-05
h(42)= -5.99495e-05
h(43)= -5.99495e-05
h(44)= -5.99495e-05
h(45)= -5.99495e-05
h(46)= -5.99495e-05
h(47)= -5.99495e-05
h(48)= -5.99495e-05
h(49)= -5.99495e-05
h(50)= -5.99495e-05
h(51)= -5.99495e-05
h(52)= -5.99495e-05
h(53)= -5.99495e-05
h(54)= -5.99495e-05
h(55)= -5.99495e-05
h(56)= -5.99495e-05
h(57)= -5.99495e-05
h(58)= -5.99495e-05
h(59)= -5.99495e-05
h(60)= -5.99495e-05
h(61)= -5.99495e-05
h(62)= -5.99495e-05
h(63)= -5.99495e-05
h(64)= -5.99495e-05
h(65)= -5.99495e-05
h(66)= -5.99495e-05
h(67)= -5.99495e-05
h(68)= -5.99495e-05
h(69)= -5.99495e-05
h(70)= -5.99495e-05
h(71)= -5.99495e-05
h(72)= -5.99495e-05
h(73)= -5.99495e-05
h(74)= -5.99495e-05
h(75)= -5.99495e-05
h(76)= -5.99495e-05
h(77)= -5.99495e-05
h(78)= -5.99495e-05
h(79)= -5.99495e-05
h(80)= -5.99495e-05
h(81)= -5.99495e-05
h(82)= -5.99495e-05
h(83)= -5.99495e-05
h(84)= -5.99495e-05
h(85)= -5.99495e-05
h(86)= -5.99495e-05
h(87)= -5.99495e-05
h(88)= -5.99495e-05
h(89)= -5.99495e-05
h(90)= -5.99495e-05
h(91)= -5.99495e-05
h(92)= -5.99495e-05
h(93)= -5.99495e-05
h(94)= -5.99495e-05
h(95)= -5.99495e-05
h(96)= -5.99495e-05
h(97)= -5.99495e-05
h(98)= -5.99495e-05
h(99)= -5.99495e-05
h(100)= -5.99495e-05
h(101)= -5.99495e-05
h(102)= -5.99495e-05
h(103)= -5.99495e-05
h(104)= -5.99495e-05
h(105)= -5.99495e-05
h(106)= -5.99495e-05
h(107)= -5.99495e-05
h(108)= -5.99495e-05
h(109)= -5.99495e-05
h(110)= -5.99495e-05
h(111)= -5.99495e-05
h(112)= -5.99495e-05
h(113)= -5.99495e-05
h(114)= -5.99495e-05
h(115)= -5.99495e-05
h(116)= -5.99495e-05
h(117)= -5.99495e-05
h(118)= -5.99495e-05
h(119)= -5.99495e-05
h(120)= -5.99495e-05
h(121)= -5.99495e-05
h(122)= -5.99495e-05
h(123)= -5.99495e-05
h(124)= -5.99495e-05
h(125)= -5.99495e-05
h(126)= -5.99495e-05
h(127)= -5.99495e-05
h(128)= -5.99495e-05
h(129)= -5.99495e-05
h(130)= -5.99495e-05
h(131)= -5.99495e-05
h(132)= -5.99495e-05
h(133)= -5.99495e-05
h(134)= -5.99495e-05
h(135)= -5.99495e-05
h(136)= -5.99495e-05
h(137)= -5.99495e-05
h(138)= -5.99495e-05
h(139)= -5.99495e-05
h(140)= -5.99495e-05
h(141)= -5.99495e-05
h(142)= -5.99495e-05
h(143)= -5.99495e-05
h(144)= -5.99495e-05
h(145)= -5.99495e-05
h(146)= -5.99495e-05
h(147)= -5.99495e-05
h(148)= -5.99495e-05
h(149)= -5.99495e-05
h(150)= -5.99495e-05
h(151)= -5.99495e-05
h(152)= -5.99495e-05
h(153)= -5.99495e-05
