0 0.00271187 1 


0.021625 0.00273755 1.00002 


0.034125 0.00280673 1.00007 


0.047375 0.00280977 1.00013 


0.065625 0.00271029 1.00019 


0.090625 0.00270591 1.0002 


0.106625 0.00275199 1.00023 


0.119125 0.00280096 1.00027 


0.134875 0.00276883 1.00032 


0.159875 0.00267196 1.00035 


0.175875 0.00270177 1.00035 


0.188375 0.00275214 1.00036 


0.200875 0.0027853 1.00038 


0.214625 0.00276216 1.0004 


0.239625 0.0026618 1.00041 


0.255375 0.00268872 1.00041 


0.267875 0.00274798 1.00041 


0.280375 0.00278483 1.0004 


0.293125 0.00276725 1.00038 


0.318125 0.00267375 1.00036 


0.33725 0.00269967 1.00036 


0.34975 0.00275713 1.00035 


0.36225 0.00280286 1.00032 


0.37725 0.00276757 1.00026 


0.396625 0.00268484 1.00022 


0.4145 0.00270719 1.00022 


0.427 0.00274386 1.00021 


0.4395 0.00280698 1.00017 


0.452 0.00282259 1.00011 


0.469625 0.00270966 1.00004 


0.488625 0.00269653 1.00002 


0.501125 0.00272669 1.00001 


0.513625 0.00277165 0.999993 


0.526125 0.00283237 0.999946 


0.543125 0.00277971 0.999865 


0.557125 0.00267688 0.999821 


0.575625 0.00269123 0.99981 


0.588125 0.0027382 0.999805 


0.600625 0.00279867 0.999779 


0.613125 0.00282799 0.999736 


0.63225 0.00271379 0.999674 


0.649 0.00264213 0.999655 


0.663625 0.00269413 0.999654 


0.676125 0.00276812 0.999646 


0.688625 0.00281311 0.999627 


0.70575 0.00276087 0.999601 


0.719875 0.0026643 0.99959 


0.737375 0.0026446 0.999588 


0.749875 0.00271954 0.999587 


0.762375 0.0027957 0.999588 


0.774875 0.00280938 0.999594 


0.793 0.00271053 0.999613 


0.807125 0.00264138 0.999625 


0.8225 0.00267456 0.999627 


0.835 0.0027535 0.99963 


0.8475 0.00282029 0.999648 


0.86075 0.00281362 0.999686 


0.877 0.00269278 0.999737 


0.893625 0.00264994 0.999761 


0.906125 0.0027053 0.999762 


0.918625 0.00277637 0.999771 


0.931125 0.00284503 0.999804 


0.945875 0.00282605 0.999869 


0.960375 0.00268516 0.999929 


0.976 0.00264451 0.999957 


0.9885 0.00271074 0.999958 


1.001 0.00278538 0.99997 


1.0135 0.00286134 1.00001 


1.029 0.00284007 1.00008 


1.04288 0.00268443 1.00014 


1.05825 0.00261748 1.00016 


1.07075 0.00269002 1.00017 


1.08325 0.00278702 1.00018 


1.09575 0.00286729 1.00021 


1.1115 0.00283449 1.00027 


1.124 0.00269153 1.00031 


1.1385 0.00258681 1.00033 


1.15175 0.00265273 1.00033 


1.16425 0.00277733 1.00033 


1.17675 0.00286352 1.00035 


1.1935 0.00281331 1.00038 


1.206 0.0026762 1.0004 


1.22 0.0025757 1.0004 


1.2335 0.00264364 1.0004 


1.246 0.00278215 1.00041 


1.2585 0.0028664 1.00041 


1.274 0.00280875 1.0004 


1.2865 0.00267345 1.00039 


1.30063 0.00258081 1.00038 


1.31375 0.0026476 1.00038 


1.32625 0.00278111 1.00037 


1.33875 0.0028752 1.00036 


1.35525 0.00282427 1.00032 


1.36775 0.00267329 1.00028 


1.38263 0.00258312 1.00025 


1.39525 0.00266595 1.00025 


1.40775 0.00279344 1.00025 


1.42025 0.00289505 1.00022 


1.43588 0.00287396 1.00016 


1.44888 0.00269671 1.0001 


1.46225 0.0025665 1.00006 


1.47575 0.00264335 1.00006 


1.48825 0.00278167 1.00005 


1.50075 0.00290547 1.00003 


1.51425 0.00293834 0.999971 


1.52963 0.00274212 0.999898 


1.54213 0.00255449 0.999858 


1.55625 0.00258423 0.999849 


1.56875 0.00274743 0.999846 


1.58125 0.00290415 0.999825 


1.59375 0.00296254 0.999784 


1.60988 0.00278404 0.999723 


1.62238 0.00255953 0.999689 


1.63638 0.00252125 0.999679 


1.64888 0.00269889 0.999679 


1.66138 0.00289175 0.999667 


1.67388 0.00296183 0.999645 


1.69025 0.00279171 0.999613 


1.70275 0.00256657 0.999598 


1.71675 0.00249649 0.999593 


1.72925 0.002674 0.999592 


1.74175 0.00288517 0.99959 


1.75425 0.00295984 0.999589 


1.77063 0.00278806 0.999596 


1.78313 0.00256725 0.999606 


1.79688 0.00249973 0.999611 


1.80938 0.00267066 0.99961 


1.82188 0.0028831 0.999614 


1.83438 0.00297546 0.999633 


1.85088 0.00281518 0.999676 


1.86338 0.00257479 0.99971 


