0 0.00271359 0.000633106 90 0.00271187 


0 0.999997 2.99999e-06 0 0.999994 




0.021625 0.00276781 0.0252146 89.9065 0.00269802 


0.021625 0.999921 0.000455587 0.0231481 0.999465 




0.034125 0.00272796 0.0361452 89.7827 0.00262935 


0.034125 0.999818 0.000773472 0.0119366 0.999045 




0.047375 0.002723 0.0378112 89.7607 0.00262004 


0.047375 0.999817 0.000791715 0.010916 0.999025 




0.065625 0.00276198 0.0246107 89.3743 0.002694 


0.065625 1.00015 0.000273315 0.023682 0.999872 




0.090625 0.00273334 0.0113071 89.0997 0.00270243 


0.090625 1.00032 0.000135165 0.0126268 1.00018 




0.106625 0.00275632 0.0221516 88.5682 0.00269526 


0.106625 0.999798 0.000598818 0.0213115 0.999199 




0.119125 0.00273005 0.0276893 88.271 0.00265445 


0.119125 0.999467 0.000984746 0.00745441 0.998483 




0.134875 0.00273886 0.0278441 88.1732 0.0026626 


0.134875 0.999634 0.000814092 0.0185499 0.99882 




0.159875 0.00273713 0.0238288 87.4123 0.0026719 


0.159875 1.00067 0.000321458 0.0105071 1.00035 




0.175875 0.0027402 0.0217466 87.3231 0.00268061 


0.175875 1.00044 0.000109817 0.0163824 1.00033 




0.188375 0.00274474 0.0192704 86.9613 0.00269185 


0.188375 0.99976 0.000636274 0.0206344 0.999124 




0.200875 0.00273939 0.0171961 86.7411 0.00269228 


0.200875 0.999269 0.00113795 0.00664915 0.998132 




0.214625 0.0027389 0.0205653 86.7203 0.00268258 


0.214625 0.999401 0.00100923 0.0165372 0.998393 




0.239625 0.00274196 0.0298375 86.4916 0.00266015 


0.239625 1.00073 0.000323783 0.0136966 1.00041 




0.255375 0.00274144 0.0275433 86.4993 0.00266593 


0.255375 1.00062 0.000212083 0.0139605 1.00041 




0.267875 0.0027403 0.0217808 86.5897 0.00268061 


0.267875 0.999908 0.000500043 0.0210957 0.999408 




0.280375 0.00273864 0.017475 86.6677 0.00269079 


0.280375 0.999315 0.00109407 0.00906648 0.998222 




0.293125 0.00274033 0.0193756 86.685 0.00268723 


0.293125 0.999292 0.00111338 0.0123642 0.998179 




0.318125 0.0027391 0.0247276 87.2191 0.00267137 


0.318125 1.00053 0.000177488 0.0178156 1.00035 




0.33725 0.00274309 0.0235667 87.3372 0.00267845 


0.33725 1.00054 0.000191138 0.0149556 1.00035 




0.34975 0.00274906 0.0239963 87.7819 0.00268309 


